Title,Director,Year,Plot,Genre
Filipinas,Joel Lamangan,2003.0,,Drama
Homecoming,Gil Portes,2003.0,,
Keka,Quark Henares,2003.0,"Keka is a beautiful young woman working in a call centre. Wanting to hunt down the killers and avenge her boyfriend's death, she undergoes rigid trainings. Everything has been going well until shee meets the guy, who makes her fall in love again.","Action, Comedy, Romance, Thriller"
Kung Ako Na Lang Sana,,2003.0,"Emmy (Sharon Cuneta) and Vince (Aga Muhlach) have been best friends since college. She is dependable, ambitious and successful while Vince is the laidback, charming guy who is constantly dating. When Vince finally settles in a serious relationship, Emmy soon realizes she may be in love with her best friend. ""Kung Ako Na Lang Sana"" is a Filipino romance comedy film from Star Cinema.","Romance, Comedy"
Lastikman,Tony Reyes,2003.0,Young Hilario was nearby a rubber tree when it was struck by a meteorite. This incident gave Hilario the powers of elasticity and morphing. To honor his dead parents he vowed to use his his powers for good. Hilario grows up and becomes Professor Larry. a teacher in Physics. He transforms into the superhero Lastikman to protect people from injustice and oppression.,"Action, Comedy, Fantasy"
Magnifico,Maryo J. De los Reyes,2003.0,"Even though he is not good in school and belongs to a poor and unfortunate family, Magnifico still have a big heart and a large amount of optimism that enabled him to help not only his family but also the community.::mail box",Drama
Malikmata,,2003.0,,"Crime, Drama, Horror, Thriller"
Mano Po II: My Home,Erik Matti,2003.0,,
Matamis Hanggang Dulo,Cesar Abella,2003.0,,Drama
"Minsan, Minahal Kita",Olivia Lamasan,2003.0,,
Mr. Suave,Joyce E. Bernal,2003.0,"Rico Suave (Vhong Navarro) is the ultimate ladies' man. In the bayside market where he works, he is constantly grilled by his four quirky friends (collectively known as the F-Poor) for ""Suave"" tips. Soon they find out that Rico has a problem: when he gets intimate with a girl, his entire body freezes. Rico is miserable. In an effort to help their friend, the F-Poor enlist the services of Venus Marte (Angelica Jones), a sexy con artist. Convinced that Rico is a potential goldmine to exploit, Venus agrees to take on the job. Sparks fly as Venus tries to snare Rico. But, when she finds herself genuinely falling for him, she is caught in a dilemma. Will there be a way out of this rut for Venus? Can Rico regain his old charm as Mr. Suave?::wikipedia","Comedy, Romance"
My First Romance,"John D. Lazatin, Don Cuaresma",2003.0,"The first episode is entitled One Love. Jackie is the campus queen, rich and beautiful and is liked by everyone except Che, who thinks that Jackie is just a shallow brat. After being forced to work together for school activities, Heart made it a personal goal for Che to like her. Despite herself, she tries everything to please Che until she almost gives up hope. But with the presence of Jackie's Ate Glow, their personal belongings get mixed up. Because of this, both will discover the softer side of each other and their growing affections on the side, the two will eventually fall in love amidst the chaotic events that almost threatened their relationship. Two Hearts is the second episode. Enzo is a star soccer player at school who loves the attention that he gets. However, he takes many things for granted but changes when he gets a heart problem and doctors say that a only a transplant can save his life. Enzo gets a heart transplant after finding out that a guy who met an accident is a heart donor. This guy is the ex-boyfriend of Bianca who went to the States. Two years after the transplant, Enzo comes back to the Philippines and meets Bianca. She sees that Enzo and her ex-boyfriend are opposites but gives him a chance. After seeing the real Enzo, she appreciates him more and they slowly fall in love with each other but she still couldn't move on from her ex-boyfriend. Until a near death experience for Enzo changes her heart completely.::Anonymous",Romance
Ngayong Nandito Ka,Jerry Lopez Sineneng,2003.0,,"Drama, Romance"
Noon At Ngayon: Pagsasamang Kay Ganda,Marilou Diaz-Abaya,2003.0,,
Onse,William G. Mayo,2003.0,,Action
Operation Balikatan,,2003.0,American G.I.s and Philippine marines team up to rescue a U.S. senator who has been kidnapped by terrorists and taken to a Malaysian island.::dinky-4 of Minneapolis,"Action, Drama, War"
Pakners,Tony Y. Reyes,2003.0,,"Action, Comedy, Musical, Romance, Sport"
Pinay Pie,Jose Javier Reyes,2003.0,"The film tells a funny story about three fantastic and fearless female friends. Karen (Joyce Jimenez) is the smart and fashionable one among the three. She works for a girls magazine, and later catches her boyfriend, Artie (Rafael Rosell), in bed with another woman, Greta (Jenny Miller). Love (Assunta De Rossi) is the cousin of Karen. She works in the cosmetics section of a department store, and dreams of becoming a beauty queen someday, thus, making her a regular contestant of beauty competitions. Yolly (Ai Ai de las Alas) is the businesswoman of the group. She is into the buy and sell business, wherein she buys clothes from ukay-ukay only to sell them as brand new and original. The story runs when Love joins the Diyosa ng Kagandahan 2003 contest, where they find out that her roommate, Greta, is the new girlfriend of Karen's philandering boyfriend, Artie, and the kinakapatid of Yolly's boyfriend policeman, SPO Pablito (Carlos Agassi), who dumped her. They also see this girl cuddling up with one of the judges of the contest, George Collins (Carlo Maceda). Karen, Love and Yolly tire out all their efforts for Love to win the contest and teach their ex-boyfriends a valuable lesson.::ledster",Comedy
Sanib,Celso Ad. Castillo,2003.0,"A young bride is possessed by the spirit of her long dead half-sister. Her malicious intent? To torment her older sister for living the life of wedded bliss she never had. A sinful priest in brought in to perform an exorcism, but his own personal demons prevent him from ridding the bride of her soul's angry possessor. Philippines Filipino Tagalog movie.",Horror
Sukdulan,,2003.0,"Elaine (Katya Santos) and Orly (Raymond Bagatsing) are a young couple whose marriage is in shambles because of a dysfunctional sex life. He works as a delivery van driver during the day while she works as a tollbooth clerk at night... each one barely having time for the other. But while Orly finds solace in the routine, Elaine feels trapped. Until she meets Miguel (Carlo Maceda), a young playboy, who introduces her to an exciting and exhilarating world that liberates her from an otherwise boring existence. With each sexual encounter, Elaine becomes more daring, matching Miguel's appetite for life and sex. What starts out as a game of pleasure turns out to be an experience that will change their lives forever.",Drama
Till There Was You,Joyce E. Bernal,2003.0,"Joanna (Santos) meets single father Albert (Pascual) and his baby Pippa on a bus. When she gets off the bus, Joanna accidentally leaves her photograph behind with her book. Over the years, Pippa comes to believe that this picture is of her mother's. Years later, Pippa meets Joanna again, and Albert hires her to act as Pippa's mother. Eventually, Albert and Joanna become romantically involved.","Drama, Romance"
Virgin People III,Celso Ad. Castillo,2003.0,,
You and Me Against the World,Jose N Carreon,2003.0,,"Action, Romance, Drama"
Aishite Imasu 1941: Mahal Kita,Joel Lamangan,2004.0,"Inya, a heroine of the Philippine resistance against the Japanese during World War II, recalls events involving her husband Edilberto and their childhood friend Ignacio, a transvestite who, masquerading as a woman also named Inya, becomes the lover of the local Japanese commander, Ichiru, and is caught between a duty to be a spy for his country and friends and his reluctant but growing love for Ichiru.::Smitty Smith","Drama, Romance, War"
All My Life,Laurenti M. Dyogi,2004.0,Sam and Louie meet on a cruise and become friends. Later they meet again and recognize their love for each other.::ledster,"Drama, Romance"
Anak Ka ng Tatay Mo,,2004.0,,Drama
Animal,Toto Natividad,2004.0,,
Astigmasim,Toto Natividad,2004.0,,
Babae sa Breakwater,Mario O' Hara,2004.0,,
Bcuz of U,"John D Lazatin, Mae Czarina Cruz, Cathy Garcia-Molina",2004.0,This movie encloses three intertwining love stories of six different people through a vintage car.::Star Cinema,Romance
Beautiful Life,Gil Portes,2004.0,"Enjoy life even in the worst times of our lives. A story of women whose lives are forever changed when they lose loved ones in a terrorist bombing at the domestic airport. Women from varied social classes, granddaughters and grandmothers, wives and mistresses, suddenly have to cope with heartbreaking loss. Philippines Filipino movie.",Drama
Bridal Shower,,2004.0,"Three employees (Dina Bonnevie, Cherrie Pie Picache, Francine Prieto) at an advertising agency confront sex, love and marriage.::subratjain1","Drama, Comedy, Romance"
"Enteng Kabisote: Okay ka, Fairy Ko: The Legend",Tony Y. Reyes,2004.0,,"Action, Adventure, Comedy, Fantasy"
Feng Shui,Chito Roño,2004.0,"A wife must save her family from a curse of a ""bagwa"" bound to them.::Kyle","Drama, Horror, Thriller"
Kulimlim,Maryo J. delos Reyes,2004.0,"The Supreme Court orders the release of three Satanist men convicted of raping Jake Cabrera's wife Hannah. Jake decides to render his own brand of justice. However, the souls of the three convicts possess him, causing harm to his family.","Action, Horror, Thriller"
Lastikman: Unang Banat,Mac Alejandre,2004.0,,"Action, Comedy, Fantasy, Horror, Romance"
Mano Po III: My Love,Joel Lamangan,2004.0,"Anti-crime crusader Lilia Chiong Yang seems to have everything a woman could want and need: a husband who pampers her; children whom any parent would be proud of; and the respect & admiration of the most powerful people in the land. But just as Lilia prepares for her 25th wedding anniversary celebration, a chance encounter in Thailand with her first love Michael throws Lilia's life into chaos. So begins the resumption of a relationship that threatens to unravel the delicate threads connecting Lilia to the other people in her life.::regalfilms","Drama, Romance"
Masikip sa Dibdib,Joyce Bernal,2004.0,,"Comedy, Musical"
Milan,,2004.0,A Filipino (Piolo Pascual) falls in love with another woman (Claudine Barretto) while searching for his wife in Italy.,"Romance, Drama"
Minsan Pa,,2004.0,,Romance
Naglalayag,Maryo J. de los Reyes,2004.0,"It tells the story of a May-December affair between a middle-aged judge and a young taxi driver. The couple's story brings to light society's perceptions of gender, age, and class. Dorinda (Nora Aunor), a state prosecutor turned judge on the edge of a mid-life crisis finds herself completely alone. Her only son Dennis resides in the US with his wife. She has been a widow for years but lonely she isn't, she'd always tell everyone. Truth is, she lives an empty life. Some twist of fate has her meeting Noah (Yul Servo), a young taxi driver who is poles apart from her own social and economic backgrounds. The guy is in mourning after his father, also a cabbie or taxi driver died in the hands of a hold-up gang robber. Dorinda is a judge and menopausal. Noah is a taxi driver and a virile 20-year old. They don't fit the equation but this what makes their relationship interesting if not exciting.::Ati atihan - Mother of All Philippine Festivals",Drama
Now That I Have You,Laurenti M. Dyogi,2004.0,,"Drama, Romance"
Otso Otso Pamela-mela Wan,Jerry Lopez Sineneng,2004.0,Im karl 21 year old and i love watching movie all kind of movie::karltrixabiera,Comedy
Panaghoy sa Suba,Cesar Montano,2004.0,,"Romance, Drama, War"
Sabel,,2004.0,"After enduring a troubled childhood, a woman struggles to find herself in this provocative tale about life's vagaries and ultimate redemption. The film follows the emotional journey of Sabel, a complex woman portrayed as both bad and good, who permanently alters the lives of those in her orbit. Philippines Filipino Tagalog movie.",Drama
Santa Santita,Laurice Guillen,2004.0,This film explores the theme of the biblical Magdalene - the prostitute who becomes a saint. This modern-day Magdalene story is about a very young and sinful girl who is suddenly confronted by the evil in her life when she receives the stigmata in her dreams.::Michael Lauzon,Drama
Sigaw,Yam Laranas,2004.0,"Marvin savors his independence in a newly acquired unit of an old apartment building. He is frequently visited by his girlfriend Pinky. Except for the occasional noise from an apartment unit down the hallway, the place is almost perfect for Marvin. At the end of the hallway is where Anna lives with her young daughter Lara, and Bert, her jealous husband. Bert is a cop, and he has always suspected Anna of two-timing him. His frequent jealous outbursts would always lead to beatings that could be heard throughout the whole floor. Marvin would usually be awakened at night by the sound of screaming and beating from Anna's unit. Marvin complains to the building caretaker, a drunk, who would just tell him to ignore the disturbance from the apartment down the hall. Anna and her daughter would usually ask for help from Jude, who lives in an apartment unit in the middle of the hallway. Jude's apartment becomes a temporary refuge for the little girl Lara. One day, Pinky drops by Marvin's apartment and is shocked to see a woman knocking on his door. Pinky suspects Marvin is seeing another girl, which could explain why he has been acting strange lately. Marvin vehemently denies seeing another woman. It is the strange occurrences in his apartment that is making him act strange lately. Meanwhile, the beatings down the hall intensify.Jude is getting scared because the cruel cop Bert is beginning to suspect that Jude is having an affair with Anna, which isn't true. Marvin gets drawn to the couple's frequent quarrels. He even witnesses Bert chasing Anna and beating her up in the corridor. All that violence affects Marvin. At length, he musters the courage to find out more about the quarreling couple. What he finds out shocks him. Marvin uncovers a secret that will change his life and Pinky's as well. The discovery sets into motion a series of hauntings that follow him and Pinky around. He decides to leave his apartment but the hauntings follow them wherever they go. Marvin finally decides to confront the problem. He returns to the old apartment building to face the evil that dwells in it. What happens next shakes the very core of his beliefs about life, love and the spirit world.::newton20032004","Horror, Thriller"
So Happy Together,Joel Lamangan,2004.0,"Talkative Lianne and colorful gay Osmond become fast friends when they meet at the first Gay Pride Parade in Malate in the early 80's. For the next thirty-plus years of their lives, they'll do everything together, whether it's eating, shopping, discussing life and even looking for the perfect man! So inseparable are their pair that even their mothers become best friends too.::regal","Comedy, Drama, Romance"
Spirit of the Glass,,2004.0,"At her family's remote ancestral home, Kelly (Rica Peralejo), her boyfriend, Choppy (Dingdong Dantes), and a group of their pals fight boredom by dabbling in a supernatural game called Spirit of the glass.","Fantasy, Horror, Romance"
Volta,,2004.0,A female superhero born with a curse to save the world.::Q. Reyes <quip_reyes@yahoo.co.uk>,"Action, Adventure, Comedy, Fantasy, Romance"
"Ako, Legal Wife: Mano Po 4?!",Joel Lamangan,2005.0,"Elton Chiong (Jay Manalo) is a businessman having three wives. Chona (Zsa Zsa Padilla), a pure Chinese is his legal wife having three children, Hamilton (John Prats) who is a homosexual, Hibiscus (Julianne Lee) and Anthurium (Ella Guevara); Patty (Cherry Pie Picache), who is a Chinese with having a Visayan accent. She gives good luck to Elton, with their only son Nixon (JC De Vera); and Gloria (Rufa Mae Quinto), a Filipino is Elton's mistress.","Comedy, Drama"
Ang Pagdadalaga ni Maximo Oliveros,Auraeus Solito,2005.0,"A young boy falls in love with a handsome policeman who is investigating his family's criminal activities.::L.H. Wong <lhw@sfs.org.sg>, C McC,",Drama
Bahay ni Lola 2,Joven Tan,2005.0,"Their dream home became a house of horror. Rupert & Nina are a young, recently-married couple who couldn't be happier. He's zooming up the corporate ladder at the ad agency where he works, while she's a glowing lady who's just given birth to a beautiful baby girl. Just when they thought that things couldn't get any better, they are able to purchase a large, recently-renovated house for a price that's too good to be true. But true it is, and Rupert and Nina quickly move in together with some other relatives, including Aunt Belle, Nina's sister Carla, and brother Andrew. They're also joined by their loyal houseboy, Glory. To turn the house into a home, Nina hires flamboyant interior decorator Richie to add more elegant touches to the decades-old house, which could supposedly benefit from good feng shui. But good things seldom last. After they settle into the house, some family members glimpse the restless spirit of a pale old woman in certain rooms late at night. A swarm of flies even invades the living room one evening, as if drawn to some foul presence deep within its walls. Worried by all the alarming occurrences, Nina investigates the house's history, and is told by its previous owner Amelia that the house has a long history of malevolence and violence. Rupert's personality also begins to deteriorate. Not only does he begin to neglect his work, he also becomes obsessed with building a swimming pool beside the house. When the carpenters and workers flee the house, Rupert begins digging to make the pool himself. And what he unleashes from the digging has horrific consequences on his entire family...::Anonymous",Horror
Bathhouse,,2005.0,"The bathhouse - a place where gay men can go to relax, kick off their shoes (and clothes) and enjoy each other's company. ""Bathhouse"" takes you into this world of towel clad men, back room sex and the search for that ever elusive perfect boyfriend",Drama
Birhen ng Manaoag,,2005.0,,Drama
Can This Be Love,Jose Javier Reyes,2005.0,"Two very unlikely individual can't help but fall in love with each other deeply the more they hate about each other. Ryan (Hero Angeles) and Daisy (Sandara Park) are just among the many students in the Filipino University Belt. Ryan is a part-time typist of term papers, while Daisy is a Korean immigrant studying in the Philippines. Ryan encounters what he thinks is the worst term paper ever written. At that same day, he also comes across a cellphone ad. He contacts the person selling the phone and eventually became friends with her. Then he discovers that the girl he is talking with on the phone and the owner of the term paper is one and the same- the Korean girl. Ryan and Daisy develop an instant irritation towards each other. The cultural differences and the language barrier add to their frustration. But since they have also developed a friendship through their text messages before they met, both decide to give love a chance.","Comedy, Romance"
D' Anothers,Bb. Joyce Bernal,2005.0,"Spooks abound in this supernatural comedy starring Vhong Navarro as skittish Hesus Resurreccion, a man whose ghost-ridden ancestral mansion harbors a portal to the otherworld. Every 100 years, the doorway must be opened so it can reveal the identity of ""The One"" -- the person designated to help usher spirits into the afterlife. Hilarity ensues as scaredy-cat Hesus finds out the chosen one and literally crawls out of his skin with fear.::ledster","Comedy, Horror"
Dream Boy,,2005.0,"Cyd (Bea Alonzo), an employee at a grocery store, believes in fairytales and soulmates and been waiting for the one. Then she met three guys with similar looks but different personalities, who do you think she'll choose to be the one?::movie addict",Romance
Dubai,Rory Quintos,2005.0,"THEIR DREAM BINDS THEM. THEIR HEARTS TEAR THEM APART. Raffy and Andrew were orphaned as kids and had only each other to depend on. Raffy has spent the last nine years of his life working in Dubai. His ultimate goal is to fulfill a lifelong dream: to eventually move to Canada with his younger brother, Andrew. The Alvarez brothers are finally united when Andrew goes to Dubai. In Dubai, Andrew meets Faye, one of Raffy's many girlfriends. They hit it off well despite of their age difference. She becomes his guide, comfort and lover. Seeing the two together Raffy realizes that he still loves Faye. When Andrew discovers that Raffy still loves Faye, conflict arises between the brothers, almost severing the ties that bind them. In the end, what they choose and achieve are not as planned. But their experiences in Dubai lead to new beginnings in their lives::Anonymous","Drama, Romance"
Enteng Kabisote 2: Okay Ka Fairy Ko: The Legend Continues,,2005.0,"Taking off where Enteng Kabisote (The Legend of Okay Ka, Fairy Ko) ended, this year's filmic installment of the much-loved TV series of the earthling Enteng Kabisote and his romance with his Faye, despite the frequent intervention of his mother-in-law Ina Magenta, Queen of fairyland Engkantasia, goes on to bigger grounds. Their family is expanding as Faye is again on the family way. The magical world Engkantasya and the man's world welcomes a new addition to the Kabisote family with Ada, Enteng and Faye's new baby girl - a new princess of Engkantasya. While both worlds were happy with this new addition, Darkness is once again brooding both in Engkantasya and in man's world. In the previous film, Satana, the ruler of Kadiliman (Darkness) lost her powers and was vanquish by Magenta. Reborn through the blood of a traitor, Satana regained her powers and vowed to destroy Enkantasya. This time she has succeeded. With the fall of Magenta's kingdom, Faye, the only daughter was given the duty to find the three missing amulets that could rebuild Engkantasya. Enteng and his family is once again sucked into the magical world and has to travel through Satana's kingdom to save Engkantasya. With the help of new allies, Alyssa, Ada's godmother and daughter of Ina Azul, Queen of Engkantasya's Azul Kingdom, and Verdana, the battered husband turned into Princess Fiona in ogre mode look-a-like, sent by Ina Verde, Queen of Engkantasya Verde, Enteng and his family has to battle dragons, sea creatures, and sword wielding dark minions to save the fate of Engkantasya.::newton20032004","Comedy, Family, Fantasy"
Exodus: Tales from the Enchanted Kingdom,Erik Matti,2005.0,"In a world ravaged by war, mankind's fate rests on the reluctant shoulders of one man. Exodus, a grim and unsmiling mercenary must lead the survivors to the enchanted land.","Action, Fantasy"
Hari ng Sablay,Mac Alejandre,2005.0,"A galaxy of giggles! Venus and Mars are neighbors born at the same time during a cosmically rare planetary alignment. Their astrologically perfect birthdays, however, result in completely different destinies: Venus showers everyone around her with love and good fortune, while Mars unwittingly gives himself and his loved ones nothing but misfortune. Philippines Tagalog movie.",Comedy
Kutob,Jose Javier Reyes,2005.0,"Erica is having problems with her boyfriend Carlo, whom she suspects of womanizing. She and her best friend, Mayen, consult a fortune-teller who warns about danger that lurks ahead.When Erica ignores this, her relationship with Carlo becomes worst and even her friends Amy and Lemuel intervenes. Erica tries to patch things up with Carlo but Lemuel, who is protecting a hidden desire for her, also has some things to finish.::ledster","Horror, Thriller"
La Visa Loca,,2005.0,"(Tagalog with English subtitles) Jess Huson has a dream-- like many other struggling Filipinos, he dreams of a better life for himself and his family in America. After he is rejected, Jess embarks on a comical adventure filled with crazy schemes and ludicrous plans that end up in hilarious train wrecks that can only happen, where else, in the Philippines.::Anonymous",Comedy
Let the Love Begin,Mac Alejandre,2005.0,"Their paths always cross but they never seem to meet. Eric is a very smart young man. Though he doesn't have the financial capabilities, he is strong-willed to succeed. He even takes a job as the school's janitor to work his way through night school. He finds inspiration in Pia, the most beautiful and wealthiest girl in their school. But all Eric could do is become Pia's ""savior."" When will Pia realize that Eric is more than her knight in shining armor? Maybe only them can they let the love begin.::Anonymous","Drama, Romance"
Lisensyadong Kamao,Tony Bernal,2005.0,,"Action, Comedy, Sport"
Love Struck,,2005.0,,Drama
Mano Po 4: Ako Legal Wife,Joel Lamangan,2005.0,"Elton Chiong (Jay Manalo) is a businessman having three wives. Chona (Zsa Zsa Padilla), a pure Chinese is his legal wife having three children, Hamilton (John Prats) who is a homosexual, Hibiscus (Julianne Lee) and Anthurium (Ella Guevara); Patty (Cherry Pie Picache), who is a Chinese with having a Visayan accent. She gives good luck to Elton, with their only son Nixon (JC De Vera); and Gloria (Rufa Mae Quinto), a Filipino is Elton's mistress.","Comedy, Drama"
Masahista,,2005.0,Iliac works in a massage parlor where the gay clients are given more than a shoulder kneading and back rub. When Iliac's father dies he must reconcile his job as a sex worker with the rest of his family.,Drama
"Matthew, Mark, Luke and John",Gil Portes,2005.0,,Drama
Mga Pusang Gala,Ellen Ongkeko,2005.0,"When the Stray Cats entered the scene in the 80s, rockabilly was hot. Grease quiffs and tattoos were the outside badges; upright drums and bass the characteristic instruments. Includes two performances in Germany: one in 1981 in Cologne and one in 1983 at the Loreley that were recorded by WDR. These are genuine recordings that make the trio's sound still accessible today.","Comedy, Drama, Fantasy, Romance"
Mulawin: The Movie,"Dominic Zapata, Mark Reyes",2005.0,"The spectacular film saga begins where the groundbreaking tele-fantasy ends... Aguiluz and Alwina's plan for a peaceful life as mortals is disrupted when their boat to the realm of man is caught in a violent storm. They wash up on separate shores, a young man and woman living without memories of who they are, and living separate lives. Aguiluz is adopted by a humble farmer and Alwina becomes the surrogate daughter of a wealthy family and is engaged to be married. But when Ravenum is resurrected by Pirena, his evil army wreaks havoc on Abila, threatening the survival of the entire Mulawin race. Their fate now hinges on the valor of two of its two greatest champions, Aguiluz and Alwina. But will remember who they are before it is too late?::newton20032004","Action, Adventure, Fantasy, Romance"
Nasaan Ka Man,Cholo Laurel,2005.0,"The story of two sisters (Lilia and Trining), who have adopted three children (Lilia adopted Pilar and Joven, Trining adopted Ito). Trouble, lies and violence ensues as Lilia's children fall in love, and Trining's son gets infuriatingly jealous.::Tristan","Drama, Romance, Thriller"
Noon at Ngayon,,2005.0,,
Pasiyam,,2005.0,,
"Shake, Rattle and Roll 2k5","Uro Dela Cruz, Richard Somes, Rico Maria Ilarde",2005.0,"Bloodthirsty creatures are bent on revenge in the first """"Shake ""Rattle & Roll"""" movie in a decade! This is the seventh of the Shake, Rattle & Roll horror trilogy franchise. Shake Rattle & Roll 2K5 is a creepy, delightful blend of fun and fright for the whole family! The first story, ""Poso "" is about a fake occultist who retires when her last job goes terribly wrong. But when a wealthy client promises Ai Ai a huge fee to contact Gloria's dead grandson, the comedy queen can't refuse. Together with her assistants-in-crime, they take on this last job, only to realize that they may not live to see another day. The second story, ""Aquarium"" is about a family which has just moved into a new condo unit. There, they are terrorized by a creature lurking in an aquarium left behind by the previous tenants. Ogie Alcasid & Ara Mina play the husband & wife whose cozy condo is turned into a domicile of doom by the creature. In ""Lihim,"" the third story, a husband and his pregnant wife fear for the life of their unborn child when they move into a sleepy rural town whose residents harbor a disturbing secret. What the newlywed couple doesn't know is that their neighbors are in fact aswangs with an insatiable thirst for newborn infants.::newton20032004","Comedy, Horror"
Terrorist Hunter,Val Iglesias,2005.0,"Their latest mission could be their last. Six soldiers- five men and one woman- are trained in special tactics to fight without fear in important operations. The group is called the SUICIDE FORCE. Capt. Samson (EDDIE GARCIA) heads the group. He treats his men not only as his buddies, but as members of his family. One of the group's deadliest assignments is a kidnap-rescue. They are called by Gen. Cruz (LITO LEGASPI) to rescue his daughter Sheila (Maricar De Mesa) from the terrorist master Abdul Malic (DENNIS ROLDAN), who runs an international kidnap-for-ransom group that targets diplomats. The group bravely accepts the assignment, but they are plagued with doubts. Will they survive the operation and live to see their loved ones again? A story of bravery, love, and sacrifice, Terrorist Hunter is a timely, gripping action spectacle with enough surprises and twists to keep you on the edge of your seat well into the night.::Val Iglesias",Action
Uno,,2005.0,,Action
All About Love,"Jerry Lopez Sineneng, Don Cuaresma, Bb. Joyce Bernal",2006.0,"""All About Love"" is a three intersecting love stories that explore love, courage and trust with the Philippines' top actors: John Lloyd Cruz and Bea Alonzo, two people looking for rebounds; Anne Curtis and Luis Manzano, two people navigating their differences when opposites attract; and Angelica Panganiban and Jason Abalos, two childhood friends who reconnect in their 20s. A Star Cinema film.",Romance
Ang Pamana,Romero Candido,2006.0,,Drama
Barcelona,Gil Portes,2006.0,,Drama
Baryoke,Ron Bryant,2006.0,,
Binibining K,Joven Tan,2006.0,,"Comedy, Romance"
Blue Moon,Joel Lamangan,2006.0,"Can a love that bloomed under a Blue Moon truly last forever? At a quiet home in Boston, Massachusetts, an elderly Filipina named Corazon is writing a love letter. Knowing she doesn't have much time left, Corazon is writing to every man named Manuel Pineda who's listed in the Philippine directory, identifying herself as his long-lost love. In the Philippines, an elderly man named Manuel Pineda is diagnosed with cancer, and told he only has a few months to live. Manuel decides that before he dies, he wants to find the woman he loves most, whom he hasn't seen in decades: Corazon. ""Blue Moon"" follows Manuel's daunting search for Corazon all over the Philippines. He's joined by his emotionally distant son Rod and recently-separated grandson Kyle. As Rod and Kyle accompany Manuel in his search for his lady love, they discover that there were actually two ladies named Corazon in Manuel's life: the nurse whom Manuel married after World War 2, and the spunky girl who was Manuel's first love in 1938. The blossoming of young love between the dashing young Manuel and the two Corazons in the Forties is counterpointed with the dying Manuel's search for his one true love in the present day. But which Corazon is it, and will he find her before he joins his Creator?::newton20032004","Drama, Romance"
Close to You,Cathy Garcia-Molina,2006.0,"Marian (Bea Alonzo) and Manuel (John Lloyd Cruz) have been best friends since childhood. Manuel wants to profess his deeper feelings for Marian, but it looks like she is in love with Lance (Sam Milby), a famous musician. Manny is disheartened but, hindered by their long friendship, he cannot express his true feelings. ""Close to You"" is a Filipino romantic comedy film from Star Cinema.",Romance
Don't Give Up on Us,Joyce Bernal,2006.0,,"Drama, Romance"
D' Lucky Ones,Wenn V. Deramas,2006.0,"Tina (Eugene Domingo) and Lea (Pokwang) are best friends who are also avid fans of Vilma Santos. They were inseparable until Lea decides to leave the country and go to Korea. They promise that someday they will really become one big happy family when their children get married. Years after, by virtue of an old vow, Lucky Girl (Sandara Park) and Lucky Boy (Joseph Bitangcol) are forced to be together by their mothers. Problem is, they hate each other's guts. But, just when they're falling for each other, love plays a trick on the meddling moms which threatens to bring the young lovers apart.::Anonymous",Comedy
"Enteng Kabisote 3 : Okay ka, Fairy Ko: The Legend Goes On and On and On",Tony Y. Reyes,2006.0,Enteng kabisote is good movie,"Action, Comedy, Family, Fantasy"
Eternity,Mark A. Reyes,2006.0,"Eternity is an epic romance about a pair of star-crossed lovers Crisanto (Dingdong Dantes) and Milagros (Iza Calzado) and how true love transcends different lifetimes. In the face of family hostilities and atrocities, the two continue to fight for their love until the bitter end. Cholo (Mark Herras) and Maegan (Jennylyn Mercado) are two different people with different backgrounds, finding each other as if by fate. It's as if they've known each other all their lives! But the young lovers' romance is thwarted by their respective families' deep-rooted dislike for each other. Will history repeat itself? Or will love finally conquer all the odds this time around?::Anonymous","Drama, Romance"
First Day High,,2006.0,"A group of freshmen university students go to their first college sports game which turns for the mysterious when an incident occurs. Five of the freshmen decide to help solve their school's mystery. In the group are: the boy scout Nathan (Jason Abalos), the honors student Indi (Kim Chiu), and aspiring sports jock MJ2 (Gerald Andersen). First Day High is a Filipino comedy film from Star Cinema.","Comedy, Mystery"
Heremias,Lav Diaz,2006.0,A wandering peddler separates from his fellow salesman and becomes involved with criminals in the jungle.,"Crime, Drama"
Kasal Kasali Kasalo,Jose Javier Reyes,2006.0,"Angie and Jed are the two most unlikely people to fall in love with each other. When his parents force him to migrate to the US, Jed does the unimaginable - he proposes to Angie. Hasty wedding preparations and conflict between their families almost drive them crazy. This is when they realize that marriage life isn't exactly ""happily ever after.""::star cinema","Comedy, Romance"
I Wanna Be Happy,Jose Javier Reyes,2006.0,,
I Will Always Love You,Marc Alejandre,2006.0,"Two people learn what real love is all about. They both learn about making a long-term commitment, and giving each other dignity and respect. This story offers hope, positivity, and the kind of escapism that renders pleasant dreams and something to reach for. Bring your hankie. It's a tear jerker, but it will make you leap in tears of joy. Philippine Filipino movie.",Romance
Kapag Tumibok ang Puso,Wenn V. Deramas,2006.0,"When a freak accident occurs, a recently widowed man named Marco (Bong Revilla) encounters the most unassuming person he will ever meet than even fall in love with named Love (Ai-Ai de las Alas) but trials and tribulations begin when their children are involved as the pressures begin with their romance whirling but an unkind past comes back to haunt Love.","Comedy, Romance"
